ticket_id,customer_id,issue_type,response_time,resolution_status,feedback_rating
T4124,C30850,,37 hours,Escalated,2.0
T4125,C22144,Order Delay,5 hours,Escalated,1.6
T4126,C96862,Order Delay,37 hours,Escalated,2.3
T4127,C23309,Product Inquiry,47 hours,Resolved,3.4
T4128,C40690,Product Inquiry,17 hours,Escalated,3.7
T4129,C41976,Account Issue,2 hours,Pending,1.7
T4130,C59705,Account Issue,43 hours,Pending,1.4
T4131,C78628,Refund Request,42 hours,Pending,2.3
T4132,C85883,Order Delay,25 hours,Pending,2.8
T4133,C46287,Account Issue,3 hours,Pending,2.7
T4134,C58758,Order Delay,31 hours,Resolved,1.2
T4135,C90351,Account Issue,17 hours,Pending,1.9
T4136,C51216,Account Issue,33 hours,Escalated,3.9
T4137,C44369,Order Delay,35 hours,Resolved,1.3
T4138,C96379,Account Issue,21 hours,Pending,2.9
T4139,C28732,Refund Request,31 hours,Escalated,2.5
T4140,C36674,Order Delay,32 hours,Resolved,3.8
T4141,C04056,Account Issue,46 hours,Escalated,2.8
T4142,C14691,Refund Request,23 hours,Resolved,1.6
T4143,C25671,Order Delay,11 hours,Escalated,4.2
T4144,C92456,Order Delay,40 hours,Pending,1.5
T4145,,Order Delay,26 hours,Resolved,2.6
T4146,C64081,Order Delay,37 hours,Resolved,1.8
T4147,C37459,Account Issue,22 hours,Escalated,2.0
T4148,C28364,Refund Request,40 hours,Resolved,1.9
T4149,C57254,Account Issue,,Resolved,3.6
T4150,C16246,Account Issue,15 hours,,3.0
T4151,C89511,Refund Request,45 hours,Resolved,1.8
T4152,C54004,Order Delay,38 hours,Escalated,4.3
T4153,C79667,Product Inquiry,9 hours,Escalated,1.1
T4154,,,36 hours,Resolved,2.0
T4155,C11856,Order Delay,7 hours,Pending,2.9
T4156,C60083,Order Delay,44 hours,Pending,1.8
T4157,C46170,,5 hours,Escalated,2.0
T4158,C61347,Refund Request,43 hours,,1.1
T4159,C98133,,26 hours,Resolved,4.9
T4160,C48657,Order Delay,3 hours,Pending,2.9
T4161,C70154,,22 hours,Escalated,2.9
T4162,C53674,Refund Request,22 hours,Pending,1.2
T4163,C43336,Refund Request,14 hours,Pending,2.2
T4164,C39514,Order Delay,19 hours,Escalated,1.1
T4165,C75395,Refund Request,25 hours,Escalated,1.5
T4166,C28765,Product Inquiry,47 hours,,1.4
T4167,C03630,Account Issue,47 hours,Pending,2.5
T4168,C26538,Account Issue,9 hours,Pending,2.2
T4169,C52865,Product Inquiry,1 hours,Escalated,
T4170,C63495,Refund Request,34 hours,Pending,2.8
T4171,C84633,Account Issue,6 hours,Pending,4.6
T4172,C53359,,48 hours,Escalated,2.8
T4173,C57172,Order Delay,44 hours,Pending,2.8
T4174,C91187,Order Delay,14 hours,Resolved,1.4
T4175,C82204,Account Issue,47 hours,Pending,4.1
T4176,C54248,Account Issue,15 hours,Escalated,1.7
T4177,C02314,Order Delay,8 hours,Escalated,2.9
T4178,C47505,Order Delay,23 hours,Escalated,
T4179,C79208,Account Issue,40 hours,Escalated,4.8
T4180,C48615,Product Inquiry,43 hours,Pending,4.3
T4181,C98507,Refund Request,18 hours,Escalated,5.0
T4182,C08023,Account Issue,42 hours,Escalated,2.9
T4183,C36853,Order Delay,22 hours,Escalated,1.8
T4184,C03048,Account Issue,2 hours,Resolved,1.2
T4185,C51777,Refund Request,30 hours,Resolved,1.7
T4186,C74292,Account Issue,44 hours,Resolved,1.6
T4187,C82838,Refund Request,30 hours,Escalated,3.9
T4188,C75351,Account Issue,41 hours,Escalated,4.8
T4189,C63958,Order Delay,37 hours,Pending,4.1
T4190,C50379,Refund Request,26 hours,Escalated,1.6
T4191,C31620,,32 hours,Pending,1.8
T4192,C69360,Account Issue,25 hours,Escalated,4.8
T4193,C02820,Refund Request,1 hours,Escalated,
T4194,C84452,Account Issue,34 hours,Resolved,2.9
T4195,C50075,Order Delay,,Pending,1.3
T4196,C79421,Product Inquiry,14 hours,Pending,1.7
T4197,C94018,Refund Request,30 hours,Pending,4.2
T4198,C14430,Order Delay,39 hours,Pending,2.0
T4199,C88834,Order Delay,21 hours,Escalated,4.8
T4200,C90500,Account Issue,1 hours,Pending,4.1
T4201,C53713,Refund Request,,Pending,5.0
T4202,C72460,Product Inquiry,35 hours,Pending,4.6
T4203,C49663,Account Issue,41 hours,Escalated,2.1
T4204,C73378,Order Delay,18 hours,Pending,3.4
T4205,C41883,Product Inquiry,27 hours,Pending,3.6
T4206,C52075,Order Delay,34 hours,Resolved,2.7
T4207,C34871,,25 hours,Escalated,4.0
T4208,C48318,,34 hours,Escalated,3.7
T4209,C02243,Refund Request,1 hours,Escalated,2.0
T4210,C52676,Refund Request,8 hours,Pending,2.6
T4211,C91316,Account Issue,48 hours,,3.3
T4212,C35074,Refund Request,30 hours,Pending,4.3
T4213,C02004,Product Inquiry,29 hours,Resolved,1.4
T4214,C94530,Order Delay,12 hours,Resolved,2.3
T4215,C07229,Refund Request,25 hours,Escalated,3.1
T4216,C31219,Account Issue,14 hours,Escalated,1.2
T4217,C57013,Product Inquiry,15 hours,,4.0
T4218,C87402,Order Delay,39 hours,Escalated,2.4
T4219,C64984,Refund Request,32 hours,Escalated,3.5
T4220,C17324,Account Issue,10 hours,Pending,1.5
T4221,C11488,Refund Request,2 hours,Resolved,3.5
T4222,C00954,Refund Request,6 hours,Resolved,4.0
T4223,C72462,Account Issue,11 hours,Pending,1.5
T4224,C42992,Refund Request,39 hours,Escalated,2.2
T4225,C92965,Order Delay,30 hours,Resolved,3.8
T4226,C84721,,8 hours,Resolved,4.2
T4227,C73436,Product Inquiry,,Resolved,1.3
T4228,C47714,Product Inquiry,,,1.0
T4229,C41764,Order Delay,11 hours,Resolved,1.5
T4230,C12334,Account Issue,44 hours,Escalated,3.2
T4231,C05483,Account Issue,40 hours,Escalated,2.3
T4232,C64099,Product Inquiry,7 hours,Escalated,2.8
T4233,C84747,Order Delay,24 hours,Escalated,2.7
T4234,C56651,Product Inquiry,24 hours,Resolved,1.9
T4235,C04853,Product Inquiry,21 hours,Escalated,4.5
T4236,C87060,Refund Request,17 hours,Escalated,2.0
T4237,C22225,Refund Request,13 hours,Resolved,2.5
T4238,C65215,Product Inquiry,9 hours,Resolved,4.9
T4239,C83156,Order Delay,7 hours,Pending,4.5
T4240,C78380,Product Inquiry,14 hours,Resolved,4.0
T4241,C72249,,18 hours,Resolved,3.5
T4242,,Account Issue,15 hours,Escalated,3.3
T4243,C98642,Product Inquiry,7 hours,Resolved,4.4
T4244,C44613,Order Delay,36 hours,,1.8
T4245,C97063,Product Inquiry,15 hours,Escalated,5.0
T4246,C05472,Account Issue,11 hours,Pending,3.7
T4247,C32231,Refund Request,40 hours,Resolved,2.0
T4248,C50827,Account Issue,20 hours,Pending,4.7
T4249,C76224,Product Inquiry,,Escalated,1.2
T4250,C09403,Refund Request,8 hours,Pending,2.6
T4251,C77498,Account Issue,19 hours,Resolved,4.3
T4252,C03749,Product Inquiry,48 hours,Pending,3.5
T4253,,Refund Request,,Pending,1.3
T4254,C85316,Order Delay,11 hours,Resolved,4.5
T4255,C09062,Account Issue,13 hours,Resolved,1.6
T4256,C01990,Refund Request,19 hours,Pending,4.4
T4257,C41926,Refund Request,3 hours,Pending,1.9
T4258,C61301,Order Delay,23 hours,Pending,2.5
T4259,C72140,Refund Request,10 hours,,4.8
T4260,C67111,Product Inquiry,9 hours,Pending,4.0
T4261,C60569,Refund Request,45 hours,,1.0
T4262,C34583,Refund Request,31 hours,Resolved,2.6
T4263,C59052,Product Inquiry,10 hours,Pending,3.9
T4264,C34049,,25 hours,Escalated,2.8
T4265,C72698,Refund Request,13 hours,Pending,3.2
T4266,C47014,,45 hours,Pending,1.7
T4267,C52789,Order Delay,15 hours,Escalated,3.5
T4268,C46813,Refund Request,17 hours,Escalated,2.6
T4269,C36080,Product Inquiry,42 hours,Escalated,4.1
T4270,C39427,Account Issue,16 hours,Resolved,3.0
T4271,C74623,Refund Request,18 hours,Escalated,2.8
T4272,C97425,Account Issue,6 hours,Escalated,3.9
T4273,C26591,,12 hours,Pending,4.1
T4274,C80267,Account Issue,15 hours,Pending,2.6
T4275,C92386,Order Delay,25 hours,Pending,4.1
T4276,C74098,Order Delay,15 hours,Pending,3.2
T4277,C32819,Order Delay,4 hours,Resolved,1.8
T4278,C10155,Order Delay,29 hours,Pending,3.1
T4279,C58375,Product Inquiry,46 hours,Pending,1.1
T4280,C54051,Refund Request,5 hours,Resolved,1.1
T4281,C05541,Account Issue,25 hours,Escalated,4.1
T4282,C88008,,13 hours,Resolved,2.3
T4283,C73087,Product Inquiry,38 hours,Pending,2.4
T4284,C21317,Product Inquiry,6 hours,Resolved,2.5
T4285,C86706,Product Inquiry,5 hours,Escalated,2.0
T4286,C03399,Product Inquiry,,Resolved,4.0
T4287,C92922,Product Inquiry,46 hours,Resolved,2.1
T4288,C40428,Order Delay,12 hours,Escalated,1.9
T4289,C46978,Product Inquiry,18 hours,Resolved,1.0
T4290,C86789,Refund Request,40 hours,Resolved,3.2
T4291,C00857,Account Issue,7 hours,Resolved,4.6
T4292,C66175,Refund Request,,Resolved,4.7
T4293,C37471,Account Issue,37 hours,Resolved,1.7
T4294,,Account Issue,7 hours,Resolved,4.8
T4295,C45574,Account Issue,38 hours,Resolved,2.4
T4296,C14650,Account Issue,33 hours,Escalated,3.8
T4297,C58467,Refund Request,23 hours,Escalated,2.0
T4298,C46503,Refund Request,35 hours,Resolved,3.3
T4299,C97681,Order Delay,6 hours,Pending,4.2
T4300,C66289,Order Delay,16 hours,,2.7
T4301,C33985,Order Delay,10 hours,Resolved,2.8
T4302,C41033,Account Issue,16 hours,Escalated,3.0
T4303,C33368,Refund Request,40 hours,Pending,3.8
T4304,C12167,Account Issue,,Pending,4.4
T4305,C45652,Refund Request,16 hours,Pending,1.9
T4306,C00169,Refund Request,43 hours,Escalated,4.1
T4307,C46182,Refund Request,47 hours,Resolved,4.0
T4308,C27605,Order Delay,28 hours,Resolved,4.8
T4309,C97009,Order Delay,43 hours,Pending,4.4
T4310,C42132,Refund Request,25 hours,Pending,1.5
T4311,C16213,Product Inquiry,29 hours,Escalated,4.7
T4312,C30004,Account Issue,48 hours,Resolved,1.3
T4313,C90135,Product Inquiry,2 hours,Resolved,2.9
T4314,C44271,Account Issue,17 hours,Escalated,4.6
T4315,C33967,Refund Request,9 hours,Escalated,4.6
T4316,C14608,Refund Request,41 hours,Resolved,
T4317,C40754,Refund Request,23 hours,Resolved,2.9
T4318,C91709,Account Issue,19 hours,Pending,2.8
T4319,C12613,Refund Request,,Pending,3.0
T4320,C83425,Account Issue,4 hours,Pending,1.4
T4321,C97588,Refund Request,1 hours,Escalated,3.0
T4322,C65420,Refund Request,26 hours,Escalated,
T4323,C51577,Order Delay,34 hours,Pending,2.5
T4324,C29427,Account Issue,21 hours,Escalated,3.0
T4325,C49699,Refund Request,14 hours,,3.7
T4326,C75333,Refund Request,35 hours,Pending,1.3
T4327,C87453,Refund Request,38 hours,Escalated,4.3
T4328,C31134,Order Delay,32 hours,Escalated,3.3
T4329,C70673,Product Inquiry,12 hours,Resolved,1.3
T4330,C50071,Account Issue,20 hours,Escalated,4.7
T4331,C14976,Account Issue,28 hours,Escalated,4.4
T4332,C19995,Refund Request,27 hours,,1.3
T4333,,Refund Request,40 hours,,2.1
T4334,C69397,Order Delay,19 hours,Resolved,1.1
T4335,C60775,,31 hours,Escalated,2.5
T4336,C13487,Order Delay,29 hours,Escalated,4.9
T4337,C98767,Refund Request,,Escalated,4.4
T4338,C94287,Account Issue,32 hours,Escalated,5.0
T4339,C58668,Order Delay,,Resolved,3.6
T4340,C93146,Product Inquiry,32 hours,Resolved,2.1
T4341,C99682,Refund Request,29 hours,Escalated,1.7
T4342,C56066,Product Inquiry,32 hours,Resolved,1.7
T4343,C43290,Account Issue,10 hours,Pending,
T4344,C59117,Account Issue,39 hours,Resolved,5.0
T4345,C78352,Order Delay,41 hours,Escalated,4.3
T4346,C33761,Account Issue,16 hours,Pending,2.0
T4347,,Account Issue,38 hours,Escalated,3.8
T4348,C20551,Product Inquiry,14 hours,Pending,4.4
T4349,C74452,,25 hours,Pending,1.9
T4350,C61815,Order Delay,18 hours,Escalated,4.0
T4351,C89276,Account Issue,16 hours,Resolved,1.6
T4352,C91936,Product Inquiry,16 hours,Escalated,3.2
T4353,C89561,Refund Request,38 hours,Escalated,4.2
T4354,C06739,Refund Request,42 hours,Escalated,3.0
T4355,C68489,Order Delay,6 hours,Pending,
T4356,C88789,Product Inquiry,13 hours,Resolved,4.5
T4357,C73965,Order Delay,16 hours,Pending,1.1
T4358,C05559,Account Issue,17 hours,Resolved,4.8
T4359,C79627,Refund Request,43 hours,Escalated,2.8
T4360,C95346,Product Inquiry,19 hours,Escalated,1.2
T4361,C34766,Account Issue,34 hours,Pending,2.6
T4362,C17638,Product Inquiry,37 hours,Escalated,4.2
T4363,C43118,Account Issue,37 hours,Pending,5.0
T4364,C33737,Order Delay,16 hours,Escalated,4.0
T4365,C03384,Order Delay,3 hours,Escalated,2.8
T4366,C46947,Account Issue,14 hours,Escalated,2.8
T4367,C44259,Refund Request,23 hours,Resolved,2.6
T4368,C16642,Refund Request,31 hours,Resolved,
T4369,C46084,Account Issue,47 hours,Escalated,4.4
T4370,C54325,Refund Request,33 hours,Pending,2.5
T4371,,Refund Request,18 hours,Pending,2.2
T4372,C26816,Account Issue,13 hours,,4.5
T4373,C36526,Product Inquiry,8 hours,Resolved,4.7
T4374,C58120,Order Delay,41 hours,Pending,4.8
T4375,C68683,Order Delay,27 hours,Escalated,4.0
T4376,C34139,Refund Request,34 hours,Resolved,1.2
T4377,C85246,Product Inquiry,46 hours,Pending,2.3
T4378,,Refund Request,34 hours,Resolved,1.9
T4379,C27281,Product Inquiry,15 hours,Resolved,2.5
T4380,C50874,Product Inquiry,15 hours,Pending,4.0
T4381,C52448,Order Delay,4 hours,Escalated,2.0
T4382,C29132,Account Issue,15 hours,Escalated,2.8
T4383,C45070,Refund Request,31 hours,Escalated,2.5
T4384,C58081,Refund Request,3 hours,Escalated,4.2
T4385,C54925,Product Inquiry,32 hours,Escalated,3.4
T4386,C98893,Product Inquiry,4 hours,Pending,4.4
T4387,C41801,,27 hours,Pending,2.8
T4388,C50227,Product Inquiry,12 hours,Escalated,3.6
T4389,C71768,Account Issue,12 hours,Resolved,2.4
T4390,C58143,Order Delay,36 hours,Resolved,4.9
T4391,C58601,Account Issue,9 hours,Resolved,1.0
T4392,C99681,Refund Request,11 hours,Pending,
T4393,C16576,Account Issue,,Resolved,1.4
T4394,C16691,Refund Request,35 hours,Pending,4.7
T4395,C11621,Order Delay,4 hours,Escalated,1.8
T4396,C02203,Account Issue,28 hours,Escalated,2.8
T4397,,,41 hours,Resolved,4.1
T4398,C35767,Order Delay,29 hours,Pending,3.7
T4399,C33122,Account Issue,5 hours,Escalated,1.5
T4400,C83304,Account Issue,29 hours,Escalated,2.4
T4401,C84743,,23 hours,Resolved,4.5
T4402,C01746,Refund Request,5 hours,Pending,1.8
T4403,C35978,Account Issue,14 hours,Escalated,4.0
T4404,C78387,Account Issue,21 hours,Escalated,1.6
T4405,C06423,Order Delay,3 hours,Escalated,1.8
T4406,C79417,Order Delay,,Pending,4.0
T4407,C46047,Order Delay,5 hours,Escalated,
T4408,C42152,Refund Request,,Resolved,1.9
T4409,C81675,Refund Request,29 hours,Resolved,2.5
T4410,C82195,,3 hours,Escalated,4.8
T4411,C26345,Refund Request,27 hours,,1.2
T4412,C48144,,26 hours,Escalated,1.9
T4413,C94558,Refund Request,4 hours,Resolved,4.2
T4414,C89017,Product Inquiry,29 hours,Resolved,2.8
T4415,C83811,Refund Request,4 hours,Escalated,3.0
T4416,C79473,Refund Request,32 hours,Resolved,2.3
T4417,C86854,Order Delay,4 hours,Resolved,3.4
T4418,C99321,Refund Request,38 hours,,
T4419,C55687,,25 hours,Resolved,3.1
T4420,C68126,Product Inquiry,30 hours,Escalated,3.5
T4421,C31471,Order Delay,10 hours,,2.8
T4422,C82055,Refund Request,32 hours,Resolved,4.7
T4423,C44011,Product Inquiry,1 hours,Resolved,2.1
T4424,C14032,Order Delay,20 hours,Pending,2.1
T4425,C86907,Refund Request,12 hours,Pending,1.7
T4426,C12820,Refund Request,32 hours,Resolved,1.8
T4427,C32136,Product Inquiry,48 hours,Resolved,2.9
T4428,C07376,Refund Request,25 hours,Escalated,4.8
T4429,C71599,Account Issue,48 hours,Resolved,
T4430,C18482,Order Delay,20 hours,Escalated,2.7
T4431,C22141,Product Inquiry,25 hours,Pending,1.3
T4432,C42593,Account Issue,43 hours,Pending,2.4
T4433,C67740,Product Inquiry,36 hours,Escalated,2.8
T4434,C76880,Refund Request,11 hours,Escalated,4.0
T4435,C60872,Account Issue,27 hours,Pending,4.7
T4436,C02787,,15 hours,Pending,1.7
T4437,C13153,Product Inquiry,25 hours,Pending,4.6
T4438,C45476,Refund Request,48 hours,Escalated,1.5
T4439,C01830,Refund Request,41 hours,Escalated,2.6
T4440,C42015,Product Inquiry,30 hours,Pending,4.5
T4441,C11888,Order Delay,16 hours,Pending,4.8
T4442,C12041,Product Inquiry,1 hours,Pending,4.3
T4443,C17355,Product Inquiry,46 hours,Escalated,4.2
T4444,C85054,,7 hours,Escalated,1.8
T4445,C64171,Refund Request,47 hours,Resolved,4.2
T4446,C62091,Product Inquiry,41 hours,Escalated,2.1
T4447,C50104,Order Delay,20 hours,Escalated,3.5
T4448,C00559,Refund Request,2 hours,,5.0
T4449,C67609,Product Inquiry,,Resolved,3.7
T4450,C48100,Order Delay,43 hours,Pending,2.7
T4451,C34785,Refund Request,1 hours,Escalated,4.8
T4452,C85149,,19 hours,Escalated,2.6
T4453,C70523,Refund Request,16 hours,Resolved,3.5
T4454,C01634,Product Inquiry,36 hours,Pending,
T4455,C81852,Account Issue,,Pending,3.7
T4456,C77409,Product Inquiry,40 hours,Resolved,3.3
T4457,,Order Delay,22 hours,Resolved,2.6
T4458,C96754,Account Issue,18 hours,Pending,2.4
T4459,C73882,Refund Request,44 hours,Pending,1.1
T4460,C19354,Product Inquiry,23 hours,Resolved,3.8
T4461,C50715,Order Delay,13 hours,Escalated,3.7
T4462,C68844,Account Issue,42 hours,Resolved,3.7
T4463,C76693,Refund Request,17 hours,Escalated,1.2
T4464,C65081,Product Inquiry,5 hours,Resolved,4.7
T4465,C17625,Account Issue,14 hours,Escalated,1.7
T4466,C41856,Refund Request,9 hours,Escalated,1.9
T4467,C08579,Order Delay,24 hours,Escalated,1.7
T4468,C07602,Account Issue,15 hours,Pending,2.4
T4469,C90797,Refund Request,45 hours,Escalated,3.4
T4470,C04019,Account Issue,31 hours,,4.6
T4471,C87596,Order Delay,14 hours,Resolved,2.1
T4472,C62511,Account Issue,31 hours,Escalated,2.6
T4473,C80224,Order Delay,46 hours,Escalated,1.1
T4474,C02411,Product Inquiry,25 hours,Resolved,2.4
T4475,,Product Inquiry,10 hours,Resolved,2.4
T4476,C63695,Account Issue,43 hours,Resolved,4.0
T4477,C27441,Order Delay,43 hours,,1.1
T4478,C82066,Product Inquiry,17 hours,Pending,1.6
T4479,C89568,Order Delay,27 hours,Escalated,4.6
T4480,C62590,Product Inquiry,39 hours,Resolved,1.5
T4481,C66083,Account Issue,8 hours,Escalated,4.3
T4482,,Refund Request,46 hours,Escalated,2.6
T4483,C53297,Refund Request,23 hours,Escalated,4.8
T4484,C07861,Order Delay,46 hours,Resolved,3.8
T4485,C64672,Order Delay,12 hours,Resolved,1.2
T4486,C96978,Product Inquiry,27 hours,Resolved,1.1
T4487,C32265,,10 hours,Pending,3.7
T4488,C64054,Refund Request,40 hours,Resolved,1.1
T4489,C08170,Refund Request,16 hours,Resolved,2.8
T4490,C02424,Product Inquiry,19 hours,Pending,3.9
T4491,C92803,Account Issue,28 hours,Resolved,2.5
T4492,C48870,Order Delay,21 hours,Escalated,3.7
T4493,C42518,Order Delay,23 hours,Resolved,3.0
T4494,C92598,Account Issue,39 hours,Resolved,2.0
T4495,C31904,Order Delay,19 hours,Resolved,1.2
T4496,C20087,Account Issue,45 hours,,2.1
T4497,C56501,Order Delay,38 hours,,3.1
T4498,C05429,Refund Request,41 hours,Resolved,3.5
T4499,C22602,Account Issue,11 hours,Resolved,3.5
T4500,C68667,Account Issue,30 hours,Resolved,3.6
T4501,C07842,Account Issue,11 hours,Escalated,1.4
T4502,C57276,Account Issue,22 hours,Escalated,2.0
T4503,C56455,Order Delay,32 hours,Escalated,1.4
T4504,C29507,Refund Request,6 hours,Escalated,4.5
T4505,,,25 hours,Escalated,2.4
T4506,C21358,Product Inquiry,21 hours,Resolved,3.5
T4507,C79753,Refund Request,23 hours,Pending,2.5
T4508,,Product Inquiry,41 hours,Resolved,3.0
T4509,,Product Inquiry,39 hours,Resolved,3.1
T4510,C73539,Order Delay,8 hours,Escalated,
T4511,C21667,Order Delay,28 hours,Escalated,4.7
T4512,C81432,Refund Request,18 hours,,3.2
T4513,C24865,,42 hours,Escalated,4.2
T4514,C27586,Order Delay,43 hours,Escalated,3.0
T4515,,Product Inquiry,4 hours,Escalated,4.2
T4516,C93102,Account Issue,12 hours,Pending,1.9
T4517,C95944,Product Inquiry,14 hours,Escalated,3.6
T4518,C52138,Order Delay,41 hours,Resolved,3.6
T4519,C15966,Order Delay,39 hours,Resolved,1.0
T4520,C34925,Product Inquiry,42 hours,Pending,4.3
T4521,,Refund Request,47 hours,Escalated,2.4
T4522,C72001,Account Issue,12 hours,Resolved,2.6
T4523,C03484,,,Escalated,3.3
T4524,C35449,Product Inquiry,47 hours,Resolved,2.9
T4525,C94228,Order Delay,25 hours,Pending,4.4
T4526,C20198,Product Inquiry,25 hours,Pending,2.9
T4527,C58175,Refund Request,,Escalated,1.2
T4528,C28837,Order Delay,36 hours,Resolved,
T4529,C17439,Product Inquiry,8 hours,Resolved,4.9
T4530,C26671,Product Inquiry,22 hours,Escalated,2.3
T4531,C49772,Account Issue,2 hours,Resolved,2.0
T4532,C36288,Product Inquiry,35 hours,Pending,
T4533,C56149,Account Issue,20 hours,Pending,4.6
T4534,C56603,Refund Request,9 hours,Escalated,4.8
T4535,C32619,Product Inquiry,3 hours,Resolved,3.8
T4536,C89500,Account Issue,25 hours,Pending,3.9
T4537,C33689,Product Inquiry,39 hours,Escalated,3.7
T4538,C11599,Product Inquiry,38 hours,Escalated,1.2
T4539,C03679,Product Inquiry,30 hours,Pending,
T4540,C04514,Account Issue,46 hours,Pending,2.9
T4541,C81771,Account Issue,21 hours,Resolved,4.3
T4542,C42222,Order Delay,15 hours,Escalated,1.9
T4543,,Order Delay,,Resolved,2.2
T4544,C74339,Product Inquiry,17 hours,Escalated,4.5
T4545,C95573,Product Inquiry,40 hours,Escalated,4.4
T4546,C44426,Product Inquiry,46 hours,,2.0
T4547,C18897,Account Issue,30 hours,Resolved,
T4548,C52600,Refund Request,48 hours,Escalated,2.4
T4549,C43611,Refund Request,16 hours,Pending,4.1
T4550,C40989,Order Delay,,Escalated,
T4551,C73390,Account Issue,20 hours,Resolved,2.1
T4552,C27858,Product Inquiry,22 hours,Resolved,2.8
T4553,C64460,Order Delay,15 hours,Resolved,3.4
T4554,C59380,Account Issue,13 hours,Pending,1.3
T4555,C10230,Refund Request,45 hours,Pending,4.2
T4556,C45917,Refund Request,16 hours,Resolved,
T4557,,Account Issue,29 hours,Escalated,3.8
T4558,C30185,Product Inquiry,11 hours,Escalated,2.6
T4559,C54252,Product Inquiry,3 hours,Resolved,1.4
T4560,C99769,Refund Request,17 hours,Escalated,1.3
T4561,C56110,Product Inquiry,38 hours,Escalated,4.1
T4562,C52788,Product Inquiry,7 hours,Resolved,
T4563,C60593,Refund Request,29 hours,Escalated,3.1
T4564,C38306,Order Delay,2 hours,Pending,1.9
T4565,C96912,Order Delay,38 hours,Resolved,1.2
T4566,C67168,Refund Request,28 hours,Resolved,3.7
T4567,C59881,Refund Request,34 hours,Resolved,1.3
T4568,C58786,Refund Request,35 hours,Escalated,2.0
T4569,C94588,Refund Request,9 hours,Escalated,3.4
T4570,C53383,Refund Request,9 hours,Escalated,2.6
T4571,C93185,Order Delay,40 hours,Escalated,4.5
T4572,C07586,Account Issue,10 hours,Escalated,5.0
T4573,C18333,Order Delay,16 hours,Resolved,4.2
T4574,C94168,Refund Request,35 hours,Escalated,1.3
T4575,C01266,Order Delay,48 hours,Resolved,4.6
T4576,C91279,Order Delay,48 hours,Pending,4.9
T4577,C05209,Account Issue,3 hours,Escalated,4.9
T4578,C57235,Order Delay,20 hours,Escalated,4.2
T4579,,Order Delay,3 hours,Resolved,3.7
T4580,C95348,Product Inquiry,37 hours,Resolved,3.5
T4581,C78677,,33 hours,Resolved,4.5
T4582,C99586,Order Delay,43 hours,Resolved,3.3
T4583,C73878,Product Inquiry,18 hours,Resolved,2.5
T4584,C93299,Account Issue,25 hours,Resolved,2.1
T4585,C50985,Order Delay,7 hours,Pending,3.9
T4586,C69380,Product Inquiry,28 hours,Pending,2.2
T4587,C45924,Order Delay,30 hours,Resolved,4.4
T4588,C28605,Refund Request,17 hours,Pending,3.1
T4589,C56336,Order Delay,29 hours,Escalated,2.3
T4590,C03757,Account Issue,38 hours,Escalated,2.8
T4591,C50826,Product Inquiry,36 hours,Pending,1.6
T4592,C94358,Product Inquiry,14 hours,Pending,1.5
T4593,C87664,Product Inquiry,26 hours,Resolved,2.2
T4594,C51267,Refund Request,28 hours,Pending,2.1
T4595,C10059,Order Delay,12 hours,Pending,
T4596,C50323,Order Delay,15 hours,Escalated,4.1
T4597,C95160,Order Delay,9 hours,Pending,
T4598,C91234,Product Inquiry,5 hours,Escalated,4.5
T4599,C22527,Order Delay,12 hours,Pending,3.3
T4600,C58473,Product Inquiry,,Resolved,
T4601,C52876,Account Issue,37 hours,Pending,2.6
T4602,C50321,Order Delay,48 hours,Pending,4.7
T4603,C27743,Account Issue,39 hours,Escalated,2.3
T4604,C25116,Product Inquiry,3 hours,Escalated,2.4
T4605,C01259,Account Issue,41 hours,Resolved,4.2
T4606,C92478,Refund Request,1 hours,Resolved,1.5
T4607,C83858,Refund Request,27 hours,Resolved,1.6
T4608,,Product Inquiry,18 hours,Pending,3.3
T4609,C20169,Product Inquiry,29 hours,Resolved,4.2
T4610,C98384,,31 hours,Pending,1.3
T4611,C25808,Product Inquiry,44 hours,Pending,4.8
T4612,C05683,Order Delay,24 hours,Resolved,3.2
T4613,C16028,Product Inquiry,40 hours,Pending,4.8
T4614,C36260,Product Inquiry,40 hours,Pending,3.3
T4615,,Order Delay,12 hours,Resolved,2.8
T4616,C07454,Account Issue,42 hours,Resolved,1.5
T4617,C64176,Product Inquiry,19 hours,Pending,3.9
T4618,,Order Delay,8 hours,Resolved,1.8
T4619,C67382,Order Delay,2 hours,,2.3
T4620,,Order Delay,27 hours,Pending,
T4621,C51899,Order Delay,43 hours,Resolved,4.8
T4622,C74882,Account Issue,20 hours,Resolved,1.9
T4623,C59023,Product Inquiry,30 hours,Escalated,1.2
T4624,C48791,Order Delay,22 hours,Resolved,1.9
T4625,C84499,Order Delay,35 hours,Resolved,1.9
T4626,C50276,Order Delay,39 hours,Escalated,
T4627,C58541,Order Delay,1 hours,Escalated,3.0
T4628,C87138,Product Inquiry,9 hours,Escalated,
T4629,C90112,Account Issue,30 hours,Pending,3.0
T4630,,Product Inquiry,3 hours,Pending,3.3
T4631,C78366,Refund Request,42 hours,Pending,2.4
T4632,C73197,Refund Request,21 hours,Resolved,3.2
T4633,C39014,Account Issue,39 hours,Pending,1.4
T4634,C88882,Order Delay,33 hours,Resolved,4.9
T4635,C53975,Product Inquiry,14 hours,Escalated,2.4
T4636,C55094,Account Issue,26 hours,Pending,4.3
T4637,C05464,Account Issue,21 hours,Escalated,1.0
